date,inflow_cms,outflow_cms,rainfall_mm,temperature_c
2021-07-07,3933.09,3384.99,10.69,5.36
2021-07-08,5706.31,4573.54,16.71,8.54
2021-07-09,4479.16,3792.86,24.11,8.22
2021-07-10,4857.69,4266.0,16.31,7.76
2021-07-11,4596.12,4033.99,17.89,7.26
2021-07-12,3880.45,3105.15,3.19,8.99
2021-07-13,3824.28,3322.15,16.02,8.68
2021-07-14,3699.55,2996.09,7.03,7.26
2021-07-15,4101.5,3572.7,22.03,7.89
2021-07-16,4510.44,4259.73,13.38,7.79
2021-07-17,4174.99,3428.17,8.03,7.4
2021-07-18,5140.82,4558.6,15.35,8.33
2021-07-19,4315.21,3888.52,4.21,9.58
2021-07-20,4094.57,3839.16,4.45,7.74
2021-07-21,3582.14,2899.14,13.98,8.62
2021-07-22,4082.43,3348.17,24.54,8.04
2021-07-23,4792.29,4322.37,12.02,6.37
2021-07-24,4404.98,4057.18,9.86,10.19
2021-07-25,3552.76,2930.54,8.62,7.92
2021-07-26,3788.02,3058.82,10.4,8.45
2021-07-27,4685.55,3930.85,12.29,8.33
2021-07-28,5512.15,4470.15,3.82,8.16
2021-07-29,4520.69,4232.2,15.29,7.42
2021-07-30,4712.94,4305.73,12.11,7.92
2021-07-31,3878.34,3475.35,6.23,8.83
2021-08-01,4021.78,3558.32,14.83,-1.01
2021-08-02,5281.13,4406.05,15.71,-1.21
2021-08-03,3874.8,3286.8,15.63,-0.53
2021-08-04,4857.05,3906.89,11.08,-1.87
2021-08-05,5549.86,4538.54,10.52,-1.76
2021-08-06,3716.83,3393.98,3.94,-2.6
2021-08-07,3566.73,3274.73,18.05,-0.59
2021-08-08,3710.19,3101.94,20.27,-2.24
2021-08-09,4507.14,3755.02,6.28,-0.79
2021-08-10,4405.29,3907.55,2.76,0.98
2021-08-11,5308.61,4471.83,12.63,-0.22
2021-08-12,4354.71,3794.92,20.47,-1.41
2021-08-13,3774.41,3354.21,11.93,-1.55
2021-08-14,3986.89,3232.07,9.8,-0.56
2021-08-15,3197.89,2947.28,13.19,-1.48
2021-08-16,4978.86,4472.0,18.22,-0.26
2021-08-17,3610.71,3118.87,13.92,-0.31
2021-08-18,3220.82,2723.49,7.61,-2.02
2021-08-19,4839.69,4410.33,5.11,-1.25
2021-08-20,5066.81,4595.06,5.63,-2.2
2021-08-21,4267.8,3651.7,14.77,0.46
2021-08-22,3639.95,3209.25,8.41,-0.77
2021-08-23,4084.78,3746.13,15.14,-0.43
2021-08-24,4552.65,4130.0,2.47,-0.21
2021-08-25,4308.01,3778.47,13.5,-3.31
2021-08-26,4578.53,3979.92,18.49,-0.0
2021-08-27,4615.04,4196.67,14.99,-1.42
2021-08-28,4838.3,4121.27,8.78,-0.46
2021-08-29,4719.75,4290.53,16.67,-0.37
2021-08-30,4543.98,3746.31,0.0,-1.07
2021-08-31,4847.77,4157.7,17.09,-1.06
2021-09-01,4727.4,4361.35,16.64,-8.59
2021-09-02,4750.33,3837.08,12.3,-5.77
2021-09-03,4519.97,4158.37,10.57,-7.32
2021-09-04,3423.33,2806.3,18.58,-8.71
2021-09-05,3993.95,3672.45,14.26,-6.78
2021-09-06,4841.78,4288.67,3.8,-7.52
2021-09-07,4180.12,3565.41,5.99,-8.69
2021-09-08,3738.82,3401.97,18.68,-8.27
2021-09-09,4424.22,3826.58,7.78,-6.66
2021-09-10,3941.74,3186.85,19.41,-7.05
2021-09-11,4423.26,3958.12,20.32,-6.44
2021-09-12,4320.12,3942.71,4.04,-7.88
2021-09-13,4235.98,4011.71,8.96,-9.26
2021-09-14,4516.4,3734.63,7.45,-6.07
2021-09-15,4193.32,3572.62,8.14,-5.89
2021-09-16,3751.74,3116.94,8.1,-9.34
2021-09-17,4435.98,4193.25,17.69,-8.87
2021-09-18,4139.13,3358.23,13.06,-7.67
2021-09-19,4592.85,4103.93,13.18,-8.4
2021-09-20,3850.21,3088.89,16.98,-6.4
2021-09-21,5006.84,4209.07,2.55,-6.66
2021-09-22,5008.83,4718.37,13.63,-7.8
2021-09-23,4638.4,4183.91,21.99,-6.86
2021-09-24,4385.3,3891.69,11.74,-7.92
2021-09-25,3688.22,3415.18,11.34,-7.09
2021-09-26,4782.3,4526.69,5.88,-8.45
2021-09-27,4429.54,3832.01,13.9,-7.4
2021-09-28,4281.62,3889.92,2.36,-7.57
2021-09-29,4456.62,3727.09,21.41,-6.3
2021-09-30,4248.51,3525.8,13.58,-7.23
2021-10-01,2170.38,1816.9,1.6,-10.87
2021-10-02,1979.85,1801.48,1.57,-8.39
2021-10-03,2299.13,2123.12,3.82,-9.55
2021-10-04,2022.79,1679.0,4.49,-8.58
2021-10-05,2204.4,1786.16,3.31,-8.29
2021-10-06,2205.0,1957.31,2.58,-11.72
2021-10-07,2085.46,1876.85,4.62,-10.27
2021-10-08,1930.74,1727.12,5.91,-9.17
2021-10-09,1694.8,1520.91,0.0,-12.04
2021-10-10,1835.13,1590.3,4.72,-10.69
2021-10-11,2001.23,1632.62,4.59,-10.02
2021-10-12,1852.06,1663.66,5.89,-10.7
2021-10-13,1852.29,1726.81,4.09,-11.04
2021-10-14,2171.18,1772.91,4.94,-11.01
2021-10-15,1664.88,1465.65,3.2,-11.66
2021-10-16,1594.68,1473.93,0.36,-10.67
2021-10-17,2301.66,2015.9,0.71,-11.36
2021-10-18,1931.06,1705.14,1.3,-11.4
2021-10-19,2004.3,1855.35,3.84,-9.15
2021-10-20,2126.03,1840.89,4.21,-11.1
2021-10-21,2107.71,1905.56,1.02,-9.47
2021-10-22,1874.79,1546.31,2.41,-9.89
2021-10-23,2523.39,2152.81,2.44,-9.58
2021-10-24,1934.89,1698.61,2.38,-11.42
2021-10-25,2179.96,1820.55,2.71,-10.59
2021-10-26,2306.41,1988.97,7.18,-8.66
2021-10-27,1300.8,1074.14,5.17,-8.94
2021-10-28,1209.28,1125.33,3.01,-9.45
2021-10-29,2665.76,2179.47,3.5,-10.92
2021-10-30,1731.4,1564.85,2.18,-10.47
2021-10-31,1614.67,1414.73,2.74,-9.82
2021-11-01,1910.1,1755.21,2.9,-7.63
2021-11-02,1770.5,1599.29,7.06,-6.63
2021-11-03,2084.19,1928.75,6.52,-7.23
2021-11-04,2101.5,1930.72,0.0,-7.78
2021-11-05,1604.23,1489.12,2.59,-7.68
2021-11-06,2307.02,2123.68,2.63,-8.29
2021-11-07,1987.15,1609.69,3.12,-7.86
2021-11-08,2282.21,1848.55,3.99,-7.54
2021-11-09,1817.99,1556.78,3.42,-7.88
2021-11-10,2403.85,2049.47,0.84,-8.28
2021-11-11,1812.7,1550.65,2.63,-5.83
2021-11-12,1915.15,1534.52,5.58,-6.62
2021-11-13,2195.46,1915.75,0.72,-7.32
2021-11-14,2453.9,2239.83,5.79,-7.17
2021-11-15,2025.15,1662.75,5.82,-6.51
2021-11-16,2457.86,2038.17,1.56,-7.06
2021-11-17,2088.97,1955.77,3.93,-7.05
2021-11-18,2432.52,2157.21,4.57,-7.28
2021-11-19,1690.24,1472.35,3.8,-8.58
2021-11-20,2279.97,1906.57,1.74,-8.6
2021-11-21,1888.85,1768.29,0.19,-8.96
2021-11-22,2009.31,1722.83,3.44,-8.07
2021-11-23,2153.24,1979.76,5.06,-6.66
2021-11-24,1670.43,1495.8,3.2,-7.64
2021-11-25,1647.32,1365.03,1.21,-8.6
2021-11-26,2210.36,1987.76,0.0,-6.97
2021-11-27,2165.69,1979.72,4.25,-8.54
2021-11-28,2430.42,2038.97,2.08,-7.65
2021-11-29,2104.9,1696.22,0.0,-8.82
2021-11-30,2349.4,2230.58,4.34,-7.88
2021-12-01,1383.76,1158.7,0.75,-1.71
2021-12-02,1331.34,1226.17,1.43,-1.81
2021-12-03,1045.83,840.18,0.3,0.21
2021-12-04,1150.61,1033.42,0.0,-0.36
2021-12-05,1455.52,1330.85,1.56,0.07
2021-12-06,1805.01,1602.92,1.27,-0.67
2021-12-07,1336.22,1220.65,0.52,0.77
2021-12-08,1176.96,1046.94,0.0,-1.55
2021-12-09,1391.91,1157.72,0.0,0.12
2021-12-10,1437.33,1161.36,1.05,0.6
2021-12-11,1788.54,1612.6,0.1,-0.44
2021-12-12,1259.91,1138.49,0.5,-2.28
2021-12-13,1552.87,1306.42,1.57,-0.6
2021-12-14,1044.51,946.08,0.0,-0.63
2021-12-15,1796.77,1663.1,0.08,-0.48
2021-12-16,1632.72,1502.79,1.18,-0.5
2021-12-17,1310.88,1144.76,0.95,-2.1
2021-12-18,1221.86,1146.35,0.0,-0.46
2021-12-19,1738.87,1483.67,1.76,-1.81
2021-12-20,1262.75,1177.43,1.25,-0.74
2021-12-21,1017.35,945.57,1.0,-1.17
2021-12-22,1352.97,1245.27,0.0,-0.0
2021-12-23,1363.29,1289.68,1.16,0.19
2021-12-24,1269.97,1028.74,0.35,-1.48
2021-12-25,1248.54,1012.13,0.0,-1.66
2021-12-26,1123.78,916.05,0.0,-1.23
2021-12-27,1235.96,1169.17,0.31,-2.7
2021-12-28,1184.3,1000.62,0.01,0.05
2021-12-29,1178.2,987.88,0.22,0.37
2021-12-30,1015.36,864.47,0.2,-0.67
2021-12-31,1292.14,1092.33,0.0,0.35
2022-01-01,1370.55,1200.36,0.69,6.94
2022-01-02,1387.45,1166.91,0.0,7.15
2022-01-03,1293.84,1194.67,0.0,7.61
2022-01-04,1270.81,1104.03,0.0,8.54
2022-01-05,1710.29,1589.42,1.4,8.68
2022-01-06,1398.45,1294.99,0.0,6.82
2022-01-07,1175.15,1026.95,1.86,7.93
2022-01-08,1611.72,1376.75,0.45,7.73
2022-01-09,1563.61,1429.71,0.08,6.04
2022-01-10,1239.15,1168.17,0.26,8.26
2022-01-11,986.22,884.36,0.22,10.68
2022-01-12,1373.91,1175.82,0.0,7.11
2022-01-13,1400.52,1178.95,0.0,8.29
2022-01-14,1148.03,1060.62,0.07,8.38
2022-01-15,1252.29,1028.69,0.55,8.45
2022-01-16,1604.49,1372.01,0.09,8.12
2022-01-17,1088.78,899.62,0.82,8.47
2022-01-18,1024.43,853.07,1.05,7.64
2022-01-19,1434.73,1282.79,0.74,8.38
2022-01-20,1140.67,990.96,0.87,7.29
2022-01-21,1234.57,995.08,1.16,7.97
2022-01-22,1065.87,890.77,0.0,7.93
2022-01-23,1522.5,1253.28,1.77,7.79
2022-01-24,613.12,545.4,0.1,9.17
2022-01-25,1208.67,1059.5,0.02,6.89
2022-01-26,1492.05,1307.75,0.67,7.35
2022-01-27,1300.46,1125.84,0.55,7.49
2022-01-28,1228.14,987.11,0.73,6.45
2022-01-29,1224.63,1031.33,0.7,7.11
2022-01-30,1195.95,1100.53,0.0,9.43
2022-01-31,1146.26,957.75,0.76,7.55
2022-02-01,1471.38,1382.17,1.98,16.36
2022-02-02,1258.44,1051.01,1.73,17.14
2022-02-03,1251.33,1181.53,0.45,17.51
2022-02-04,1348.96,1216.46,1.06,15.54
2022-02-05,1517.29,1429.4,0.14,17.33
2022-02-06,1433.35,1353.81,0.0,16.02
2022-02-07,1519.01,1440.81,1.68,15.91
2022-02-08,980.16,822.51,0.41,16.2
2022-02-09,1549.14,1456.69,0.13,16.53
2022-02-10,1011.33,955.92,0.0,17.3
2022-02-11,1321.3,1105.93,0.0,19.08
2022-02-12,1206.93,1070.17,1.16,17.82
2022-02-13,1062.77,914.37,1.9,16.73
2022-02-14,1448.48,1200.2,0.0,17.92
2022-02-15,1167.76,1009.52,0.0,17.23
2022-02-16,1728.17,1460.29,0.45,15.15
2022-02-17,957.92,789.96,2.09,17.12
2022-02-18,1047.83,953.48,0.28,17.72
2022-02-19,1435.87,1325.52,0.66,18.91
2022-02-20,1502.47,1275.63,0.33,17.86
2022-02-21,1269.32,1125.29,0.57,15.97
2022-02-22,1275.72,1161.96,0.62,16.32
2022-02-23,1318.01,1159.64,0.33,15.26
2022-02-24,1445.56,1231.8,0.45,17.45
2022-02-25,1196.6,997.94,2.01,15.58
2022-02-26,1463.3,1351.4,0.0,18.03
2022-02-27,1276.59,1088.45,1.56,18.15
2022-02-28,1170.35,951.15,0.0,16.36
2022-03-01,2192.26,2030.33,0.0,23.03
2022-03-02,2279.46,1955.08,2.97,24.05
2022-03-03,2052.1,1928.74,1.22,23.92
2022-03-04,3582.87,3085.43,1.95,23.07
2022-03-05,2981.4,2819.43,0.04,25.31
2022-03-06,2999.63,2452.06,1.73,22.88
2022-03-07,3044.09,2737.45,2.31,23.37
2022-03-08,2547.89,2356.91,0.0,24.73
2022-03-09,2970.2,2542.54,4.39,23.12
2022-03-10,2684.48,2419.72,0.0,21.8
2022-03-11,2577.78,2215.06,2.41,23.21
2022-03-12,2660.15,2479.0,0.0,23.3
2022-03-13,2194.21,1920.73,2.64,23.94
2022-03-14,2697.63,2321.26,4.74,25.02
2022-03-15,2880.93,2597.49,5.26,25.21
2022-03-16,2598.95,2403.87,1.4,23.86
2022-03-17,3280.21,2836.38,2.28,24.32
2022-03-18,2714.64,2368.81,3.31,23.12
2022-03-19,2019.56,1789.24,2.29,23.36
2022-03-20,2765.76,2356.07,5.02,22.9
2022-03-21,3216.69,3030.17,3.17,24.94
2022-03-22,2610.26,2346.43,2.15,23.25
2022-03-23,2508.16,2359.62,2.72,24.03
2022-03-24,2339.25,2063.15,0.57,22.56
2022-03-25,2335.29,1928.11,1.43,25.08
2022-03-26,2609.6,2094.18,0.32,23.36
2022-03-27,3219.48,2654.31,5.31,23.21
2022-03-28,2597.09,2093.02,0.81,23.48
2022-03-29,2036.26,1637.76,4.64,23.41
2022-03-30,2812.43,2266.93,0.65,24.59
2022-03-31,2107.52,1993.86,4.99,21.85
2022-04-01,2936.38,2747.39,0.0,26.93
2022-04-02,3138.71,2534.78,0.0,27.21
2022-04-03,2692.39,2245.22,0.82,26.66
2022-04-04,2755.73,2344.08,0.21,26.68
2022-04-05,2489.99,2157.12,1.98,25.34
2022-04-06,2384.58,2097.22,0.0,26.25
2022-04-07,2325.57,1914.14,3.22,26.71
2022-04-08,2616.36,2234.8,0.61,27.7
2022-04-09,2453.97,2034.38,5.14,25.14
2022-04-10,2273.15,2120.65,3.55,25.69
2022-04-11,3044.01,2545.03,1.06,24.57
2022-04-12,3190.12,2874.19,3.03,25.62
2022-04-13,3272.94,2795.32,2.96,25.3
2022-04-14,2321.28,1885.31,3.79,26.61
2022-04-15,3246.17,2737.87,4.11,26.22
2022-04-16,3712.66,3199.12,0.76,24.16
2022-04-17,2486.2,2064.12,4.29,26.21
2022-04-18,2874.07,2654.18,2.85,27.47
2022-04-19,2918.17,2445.29,3.33,25.28
2022-04-20,3160.16,2681.87,2.9,26.9
2022-04-21,3475.38,3080.24,5.25,26.92
2022-04-22,2137.35,1956.29,0.95,26.73
2022-04-23,2385.09,2175.35,3.24,24.68
2022-04-24,2913.5,2702.03,0.02,25.71
2022-04-25,1954.05,1699.64,1.58,26.53
2022-04-26,2371.66,2092.33,5.82,25.45
2022-04-27,2451.9,1980.06,2.44,26.08
2022-04-28,2873.88,2542.2,3.88,25.23
2022-04-29,2800.2,2383.37,2.39,25.2
2022-04-30,2730.88,2243.4,3.54,25.0
2022-05-01,3214.66,3005.83,5.8,23.83
2022-05-02,3055.46,2755.86,4.12,23.47
2022-05-03,2901.04,2596.59,3.31,22.45
2022-05-04,2704.76,2459.48,2.09,24.75
2022-05-05,2301.76,1887.87,0.0,24.3
2022-05-06,2892.58,2358.94,3.29,25.12
2022-05-07,2537.22,2029.79,1.24,23.87
2022-05-08,2433.49,2039.68,4.71,23.61
2022-05-09,2679.82,2178.04,3.22,26.35
2022-05-10,1939.05,1727.83,3.75,22.2
2022-05-11,2561.96,2086.71,1.43,22.97
2022-05-12,3367.41,3135.21,0.0,23.03
2022-05-13,3205.86,2888.08,0.36,21.96
2022-05-14,2338.66,1917.66,4.27,22.67
2022-05-15,2930.65,2652.51,5.46,24.29
2022-05-16,3012.8,2636.18,2.72,24.33
2022-05-17,3375.78,3013.1,1.08,21.85
2022-05-18,2655.41,2174.34,2.83,26.14
2022-05-19,2543.12,2056.25,0.29,23.67
2022-05-20,2878.45,2537.79,0.19,24.25
2022-05-21,2291.84,1920.21,5.94,23.57
2022-05-22,3165.51,2958.77,0.0,23.93
2022-05-23,3314.6,2970.36,0.4,24.95
2022-05-24,2253.67,2040.16,1.7,21.56
2022-05-25,3123.57,2858.0,1.25,23.43
2022-05-26,2389.45,2153.73,4.46,25.01
2022-05-27,2568.38,2414.82,0.0,22.41
2022-05-28,2592.24,2301.08,1.32,23.5
2022-05-29,2935.3,2571.0,1.64,23.09
2022-05-30,2983.27,2833.1,0.04,21.52
2022-05-31,2525.6,2355.1,0.14,23.35
2022-06-01,3603.05,3238.98,3.87,18.99
2022-06-02,4110.35,3876.82,13.04,17.51
2022-06-03,4461.28,3971.75,4.83,15.2
2022-06-04,5245.19,4504.37,7.0,16.64
2022-06-05,4752.98,3951.27,7.63,17.08
2022-06-06,4159.47,3687.57,17.98,17.25
2022-06-07,5052.95,4451.86,8.62,17.12
2022-06-08,4104.15,3465.74,10.77,17.8
2022-06-09,4463.01,3860.13,11.55,16.24
2022-06-10,4586.28,3724.18,19.21,17.32
2022-06-11,5635.72,5209.09,9.57,16.29
2022-06-12,4949.32,3989.37,15.36,16.19
2022-06-13,4717.99,4185.31,0.0,17.19
2022-06-14,4736.33,4464.37,20.27,16.92
2022-06-15,4162.53,3604.66,9.58,15.74
2022-06-16,5264.65,4924.34,12.79,16.41
2022-06-17,3853.69,3338.78,8.81,17.33
2022-06-18,5104.17,4508.02,18.85,16.44
2022-06-19,4722.1,4333.29,18.61,15.48
2022-06-20,5373.37,4786.4,12.31,17.58
2022-06-21,4786.87,4239.93,4.34,18.4
2022-06-22,4777.11,4299.3,2.73,17.13
2022-06-23,4444.25,3664.3,7.17,16.48
2022-06-24,4225.92,3632.89,8.77,16.86
2022-06-25,3035.28,2602.5,24.32,16.8
2022-06-26,4594.56,3724.68,7.63,17.01
2022-06-27,5347.86,4982.63,23.38,17.55
2022-06-28,4534.42,3658.54,24.62,17.6
2022-06-29,4272.73,3527.06,10.69,15.36
2022-06-30,4559.8,3745.34,13.91,17.13
2022-07-01,4988.91,4048.57,0.0,6.89
2022-07-02,5385.08,4327.46,0.0,7.68
2022-07-03,3994.7,3254.74,8.91,8.11
2022-07-04,4753.71,4083.3,6.5,9.13
2022-07-05,4336.49,3585.65,10.72,8.62
2022-07-06,5020.09,4710.68,3.58,10.65
2022-07-07,4408.42,3758.14,9.86,8.5
2022-07-08,4325.85,3719.8,9.02,8.6
2022-07-09,4661.49,3855.67,11.63,7.4
2022-07-10,5038.95,4468.31,8.68,9.6
2022-07-11,4717.39,4387.0,14.85,8.16
2022-07-12,4316.88,3808.73,10.5,6.93
2022-07-13,4751.37,4511.33,0.0,8.4
2022-07-14,4085.8,3365.93,5.99,7.72
2022-07-15,4209.11,3789.81,4.96,5.37
2022-07-16,4239.3,3757.46,18.86,6.27
2022-07-17,4448.28,3927.93,4.57,6.6
2022-07-18,4669.35,4130.43,19.23,7.38
2022-07-19,4939.71,4372.18,5.54,8.66
2022-07-20,4914.03,4029.4,10.43,10.44
2022-07-21,4234.27,3768.06,2.59,6.15
2022-07-22,4559.78,3843.18,11.99,7.77
2022-07-23,4820.27,3982.32,12.74,7.11
2022-07-24,4469.08,3848.35,17.12,10.12
2022-07-25,4979.19,4129.96,12.31,8.94
2022-07-26,4592.41,3969.91,19.52,8.39
2022-07-27,4660.39,4128.26,13.16,7.43
2022-07-28,4104.99,3472.67,8.22,7.25
2022-07-29,5562.39,4805.76,19.99,7.27
2022-07-30,4600.01,3875.47,3.07,8.09
2022-07-31,5119.79,4106.48,9.62,9.34
2022-08-01,5091.28,4504.2,11.36,-0.0
2022-08-02,5129.62,4820.61,18.88,-0.35
2022-08-03,4318.04,3597.35,10.34,-0.55
2022-08-04,5524.91,4618.05,12.0,-0.21
2022-08-05,4892.91,4068.22,7.16,-2.69
2022-08-06,4517.01,4246.81,12.67,0.0
2022-08-07,4149.73,3920.86,16.56,0.05
2022-08-08,4007.1,3609.42,10.3,-0.47
2022-08-09,5311.25,4497.72,12.13,-2.46
2022-08-10,5448.88,4968.2,6.31,-1.5
2022-08-11,3790.97,3478.25,7.0,-1.64
2022-08-12,4382.02,3999.43,16.47,-2.51
2022-08-13,3921.51,3201.33,11.86,-1.73
2022-08-14,4094.5,3772.36,5.32,-1.38
2022-08-15,4858.64,4390.02,8.61,-0.58
2022-08-16,4574.68,3887.3,14.18,1.22
2022-08-17,4504.41,3814.38,5.72,-0.97
2022-08-18,4686.67,3845.86,13.87,-1.13
2022-08-19,4670.33,4305.07,19.22,-0.22
2022-08-20,4428.93,4113.48,14.03,-0.6
2022-08-21,4139.02,3467.86,17.07,0.15
2022-08-22,4467.66,3610.07,12.44,-1.2
2022-08-23,5403.26,4458.99,9.9,0.05
2022-08-24,4589.35,3801.72,19.38,-0.91
2022-08-25,5403.27,4994.27,6.84,1.29
2022-08-26,4766.68,3888.71,17.04,-0.53
2022-08-27,4968.66,4630.26,6.13,0.41
2022-08-28,4214.13,3629.07,14.0,-0.93
2022-08-29,4593.65,3846.35,3.69,-0.21
2022-08-30,4429.81,4059.15,13.85,-2.02
2022-08-31,4348.52,4115.29,12.14,-1.26
2022-09-01,3782.05,3220.84,4.11,-10.31
2022-09-02,4971.27,4355.65,12.09,-6.54
2022-09-03,4409.28,3966.02,11.36,-9.14
2022-09-04,5372.94,4456.08,20.4,-7.97
2022-09-05,4748.44,4097.17,18.42,-9.24
2022-09-06,4357.25,3695.5,12.51,-5.94
2022-09-07,4896.59,4170.68,11.27,-9.0
2022-09-08,4295.68,3544.68,14.87,-6.91
2022-09-09,4660.84,4029.67,13.01,-7.55
2022-09-10,3979.08,3554.11,4.6,-9.08
2022-09-11,4207.04,3388.09,13.97,-7.69
2022-09-12,4273.1,3703.19,8.56,-6.5
2022-09-13,4551.72,4229.53,24.25,-7.8
2022-09-14,5252.11,4979.18,11.94,-7.29
2022-09-15,4093.49,3605.38,16.94,-7.3
2022-09-16,4218.65,3893.1,3.47,-8.11
2022-09-17,5000.91,4001.18,9.01,-8.65
2022-09-18,4105.08,3463.47,13.41,-8.91
2022-09-19,3584.43,3338.48,4.63,-7.6
2022-09-20,4958.01,4675.45,7.67,-7.9
2022-09-21,4424.84,3737.71,10.04,-8.51
2022-09-22,4253.75,3808.11,9.69,-7.3
2022-09-23,4590.53,3726.04,19.82,-7.79
2022-09-24,4610.18,4334.58,21.42,-7.52
2022-09-25,4417.83,3722.59,13.27,-8.44
2022-09-26,3768.62,3105.27,17.6,-9.82
2022-09-27,4053.61,3431.57,15.08,-6.14
2022-09-28,4508.16,3711.86,16.74,-6.29
2022-09-29,4071.75,3487.88,12.59,-8.09
2022-09-30,4452.69,3590.94,11.2,-7.18
2022-10-01,1880.7,1771.93,0.63,-9.6
2022-10-02,1835.19,1562.46,5.63,-10.57
2022-10-03,1647.15,1353.8,3.98,-9.72
2022-10-04,2258.55,2022.18,0.5,-11.11
2022-10-05,1708.96,1520.07,2.2,-10.44
2022-10-06,2354.53,1967.5,2.44,-10.34
2022-10-07,2293.67,2041.69,0.26,-10.99
2022-10-08,2421.48,2107.55,2.03,-9.47
2022-10-09,1842.6,1504.45,3.99,-10.33
2022-10-10,2240.32,1810.99,0.78,-8.85
2022-10-11,1581.26,1356.76,4.18,-10.54
2022-10-12,1920.79,1625.28,0.88,-10.05
2022-10-13,2095.86,1954.75,6.31,-8.45
2022-10-14,2724.27,2553.93,2.06,-10.43
2022-10-15,1670.79,1527.06,0.05,-9.62
2022-10-16,1959.22,1826.26,4.24,-8.49
2022-10-17,1540.19,1404.02,2.61,-10.14
2022-10-18,2236.11,1938.1,3.59,-10.1
2022-10-19,1341.16,1255.91,2.68,-8.49
2022-10-20,2119.41,1833.4,1.92,-8.93
2022-10-21,1882.08,1729.81,5.0,-9.84
2022-10-22,2171.42,2012.38,4.57,-9.38
2022-10-23,1833.16,1577.04,2.74,-10.55
2022-10-24,2582.0,2311.43,1.52,-8.71
2022-10-25,2175.77,1918.71,1.53,-10.65
2022-10-26,1720.8,1432.4,2.77,-8.34
2022-10-27,1973.77,1719.68,4.1,-9.94
2022-10-28,2284.86,1980.99,0.97,-9.15
2022-10-29,1921.2,1537.23,2.33,-9.25
2022-10-30,1643.76,1352.77,3.36,-8.79
2022-10-31,2201.46,2002.64,6.06,-11.86
2022-11-01,2259.27,2111.54,1.86,-7.39
2022-11-02,1895.17,1748.03,1.45,-9.23
2022-11-03,2451.66,2086.37,5.33,-7.68
2022-11-04,2161.29,1787.98,3.86,-8.8
2022-11-05,1924.53,1723.03,3.63,-5.75
2022-11-06,1825.81,1472.01,1.78,-6.96
2022-11-07,1436.98,1243.44,3.82,-6.71
2022-11-08,2014.79,1690.08,4.54,-7.96
2022-11-09,1788.55,1591.97,7.97,-6.34
2022-11-10,1880.84,1678.8,0.8,-7.51
2022-11-11,2037.22,1833.51,0.45,-7.21
2022-11-12,2408.77,2103.98,6.28,-9.65
2022-11-13,2106.87,1939.95,0.18,-7.5
2022-11-14,2577.03,2230.83,1.45,-7.14
2022-11-15,1489.36,1397.61,4.1,-7.78
2022-11-16,1380.48,1257.02,3.06,-7.62
2022-11-17,1836.17,1472.24,4.19,-7.82
2022-11-18,2493.01,2175.78,3.72,-5.2
2022-11-19,2113.13,1826.53,2.8,-9.18
2022-11-20,1853.52,1537.02,4.27,-6.01
2022-11-21,2008.64,1642.83,3.24,-8.26
2022-11-22,1976.28,1831.22,1.84,-8.11
2022-11-23,1525.77,1352.82,2.88,-8.14
2022-11-24,1444.45,1223.92,4.57,-7.86
2022-11-25,1755.19,1658.55,3.43,-7.92
2022-11-26,2479.56,2089.73,4.6,-8.32
2022-11-27,2644.54,2227.47,6.24,-7.7
2022-11-28,2155.08,1742.24,2.56,-6.71
2022-11-29,1990.88,1667.28,4.85,-5.38
2022-11-30,2279.73,2015.01,2.17,-8.53
2022-12-01,1308.66,1062.57,1.6,-2.63
2022-12-02,1415.07,1254.25,0.66,-0.78
2022-12-03,1047.44,976.19,0.1,0.43
2022-12-04,1487.48,1329.1,0.72,-1.4
2022-12-05,1108.12,936.52,1.11,0.13
2022-12-06,1443.0,1257.03,0.0,-0.44
2022-12-07,968.98,843.29,0.43,-1.25
2022-12-08,1202.91,999.06,0.26,-1.41
2022-12-09,1667.85,1342.89,0.21,-0.95
2022-12-10,1627.79,1518.38,0.32,-0.92
2022-12-11,1085.19,1003.19,0.34,-0.24
2022-12-12,1025.34,964.57,1.64,-1.91
2022-12-13,995.32,935.02,1.31,-0.23
2022-12-14,1448.87,1319.61,0.03,-1.16
2022-12-15,1143.78,1083.67,0.0,-2.09
2022-12-16,1637.77,1550.14,1.21,0.21
2022-12-17,1176.71,973.26,1.34,-1.19
2022-12-18,1586.51,1362.91,0.0,-2.08
2022-12-19,1829.19,1479.39,0.0,-0.25
2022-12-20,1239.33,1022.69,0.0,-2.16
2022-12-21,879.61,820.37,0.6,-1.64
2022-12-22,1376.92,1238.83,0.0,0.7
2022-12-23,1129.78,905.07,0.61,-3.62
2022-12-24,1567.59,1263.1,1.52,-0.85
2022-12-25,1289.41,1207.52,0.55,-3.71
2022-12-26,1454.72,1337.86,1.81,-1.13
2022-12-27,1576.24,1489.55,0.0,-1.51
2022-12-28,1171.3,1088.66,0.69,-1.77
2022-12-29,1291.37,1203.12,0.0,0.32
2022-12-30,1431.63,1265.07,0.12,-2.86
2022-12-31,1328.08,1123.2,1.42,-1.1
2023-01-01,1225.66,1035.29,0.3,7.85
2023-01-02,1677.06,1425.35,0.02,7.51
2023-01-03,1256.16,1191.11,0.89,6.67
2023-01-04,1284.7,1164.52,0.42,8.98
2023-01-05,1369.59,1153.57,0.09,7.9
2023-01-06,1023.01,822.57,0.0,9.93
